 => 1, a, north
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_B => 2, b, south
robot_A => 2, d, east
robot_B => 2, b, south
robot_A => 2, d, east
robot_B => 2, b, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
